"order_id","order_date","customer_id","shipping_method_id","dest_address_id"
60,"2023-07-05 11:23:38",40,0,461
61,"2024-03-21 17:36:59",41,1,183
62,"2023-08-16 19:54:01",41,2,560
63,"2023-12-06 16:16:48",42,1,390
64,"2024-03-06 04:18:27",42,3,576
65,"2023-11-16 12:13:28",43,2,157
66,"2024-05-02 12:27:28",43,1,339
67,"2024-02-27 13:59:28",43,0,630
68,"2023-11-14 17:17:47",43,0,730
69,"2023-08-07 20:17:06",44,1,25
70,"2024-05-11 19:34:48",44,3,468
71,"2024-05-25 22:53:21",45,0,51
72,"2023-10-11 15:21:14",45,1,707
73,"2023-08-05 06:01:33",45,1,851
74,"2023-10-25 09:05:11",46,1,322
75,"2023-09-14 01:07:52",46,1,531
76,"2023-12-25 18:39:59",47,1,672
77,"2023-06-24 07:06:59",47,0,901
78,"2024-04-21 01:09:53",47,1,990
79,"2023-10-08 04:15:21",48,2,688
80,"2024-01-26 02:56:19",49,0,438
81,"2024-05-31 17:22:18",49,1,814
82,"2023-09-26 12:35:39",49,2,927
83,"2024-05-28 20:48:37",50,3,224
84,"2023-08-19 08:50:26",50,0,648
85,"2024-02-26 05:07:59",51,2,601
86,"2023-07-11 02:49:54",53,1,64
87,"2024-06-10 20:28:29",53,3,729
88,"2023-08-12 17:23:27",53,1,848
89,"2024-04-26 02:24:08",54,3,486
90,"2024-03-01 18:21:05",55,3,116
91,"2024-04-03 01:48:36",55,1,434
92,"2024-04-23 17:57:29",56,2,67
93,"2023-08-29 13:15:22",56,1,857
94,"2023-11-28 13:16:42",57,2,616
95,"2024-02-21 00:31:50",59,0,323
96,"2023-09-16 15:05:51",59,0,581
97,"2024-05-22 11:26:26",59,3,742
98,"2023-07-12 19:46:17",59,3,945
99,"2024-04-09 17:39:46",60,2,385
100,"2023-11-08 01:38:23",61,2,78
101,"2024-05-05 13:19:04",61,0,311
102,"2023-11-02 16:25:22",61,0,903
103,"2023-12-27 06:03:13",63,1,242
104,"2024-06-02 07:32:22",64,0,270
105,"2023-07-26 15:00:12",64,3,543
106,"2024-04-04 12:27:45",64,0,841
107,"2023-10-10 05:45:57",66,1,923
108,"2024-03-20 19:50:22",67,1,645
109,"2023-12-07 11:54:09",67,3,899
110,"2024-04-30 02:59:39",68,2,31
111,"2023-08-14 16:39:25",68,3,441
112,"2023-07-18 12:27:08",68,2,606
113,"2024-01-01 03:59:07",68,3,614
114,"2024-02-05 17:22:52",69,0,144
115,"2023-11-09 14:18:25",70,3,8
116,"2024-05-20 18:16:06",70,3,17
117,"2024-04-21 11:15:09",70,0,112
118,"2024-05-22 15:22:41",71,1,13
119,"2023-08-08 16:27:49",71,1,665
120,"2024-03-17 11:34:40",71,3,876
121,"2024-03-09 02:27:50",72,1,102
122,"2023-06-26 17:29:42",72,1,314
123,"2023-07-15 00:03:56",73,3,955
124,"2024-02-05 07:41:50",74,2,519
125,"2024-06-03 04:10:34",74,2,678
126,"2023-07-28 19:40:22",75,0,16
127,"2023-07-03 15:46:57",75,1,856
128,"2024-01-10 12:29:06",75,3,880
129,"2023-08-25 03:36:41",76,1,810
130,"2024-02-04 15:43:19",76,3,968
131,"2024-03-21 08:21:11",76,3,969
132,"2023-07-18 09:12:28",77,2,343
133,"2023-07-08 06:29:37",77,2,575
134,"2024-05-02 10:51:12",77,2,983
135,"2024-03-21 08:39:19",78,1,113
136,"2024-03-17 05:55:42",78,3,511
137,"2023-11-13 20:37:39",78,1,764
138,"2023-11-11 06:49:50",79,2,13
139,"2024-02-04 14:50:17",79,0,511
140,"2023-12-30 16:33:13",79,1,653
141,"2024-01-14 12:40:17",81,1,413
142,"2024-06-01 06:21:16",81,2,531
143,"2024-02-21 06:08:51",82,2,414
144,"2024-04-08 09:27:45",83,3,811
145,"2024-02-18 04:32:48",83,3,842
146,"2023-08-06 20:50:42",84,3,542
147,"2024-04-27 15:01:15",85,1,37
148,"2023-11-08 05:28:54",85,3,861
149,"2024-04-11 03:05:13",86,2,287
150,"2024-03-23 16:50:52",87,2,641
151,"2024-01-11 13:05:28",87,3,968
152,"2023-09-21 11:05:23",88,0,436
153,"2024-01-25 12:44:30",88,3,612
154,"2024-01-17 00:51:40",89,2,690
155,"2024-04-20 12:45:15",90,2,21
156,"2023-06-29 05:27:47",90,1,960
157,"2023-07-17 18:53:00",91,0,18
158,"2023-12-05 15:35:43",92,1,930
159,"2023-10-01 22:56:58",92,1,950
160,"2024-02-13 00:24:06",93,3,203
161,"2023-11-09 05:35:08",93,1,359
162,"2024-01-30 04:37:06",94,3,306
163,"2023-11-11 21:14:03",94,0,377
164,"2024-04-13 14:55:18",94,3,421
165,"2024-03-23 19:56:25",95,2,222
166,"2024-03-28 03:02:21",96,0,190
167,"2023-09-06 16:33:37",96,1,435
168,"2023-09-11 15:49:13",98,3,406
169,"2023-07-10 18:45:14",98,2,705
170,"2023-10-24 13:53:29",99,3,180
171,"2023-12-23 20:16:41",99,1,245
172,"2023-09-15 22:45:53",100,1,368
173,"2023-12-27 06:21:49",100,3,598
174,"2023-08-04 08:53:38",100,2,711
175,"2023-11-23 04:48:37",101,1,212
176,"2023-12-25 03:12:55",101,0,563
177,"2024-06-05 14:44:45",101,0,701
178,"2023-07-13 13:23:58",102,2,974
179,"2024-05-04 08:00:28",103,3,616
180,"2024-02-26 03:18:44",103,2,829
181,"2023-08-13 09:09:19",104,2,113
182,"2023-10-19 05:28:10",104,0,621
183,"2024-01-26 12:26:26",104,1,641
184,"2024-05-27 08:07:31",105,2,574
185,"2024-06-19 21:43:19",106,0,173
186,"2024-06-11 15:33:02",106,2,367
187,"2024-03-25 19:42:30",106,2,381
188,"2023-11-05 12:09:40",107,0,430
189,"2023-10-20 16:33:22",107,1,452
190,"2024-04-25 04:37:52",109,2,418
191,"2023-06-27 07:17:16",110,1,686
192,"2023-08-13 11:00:44",111,2,17
193,"2024-04-02 20:38:22",111,0,269
194,"2024-06-08 00:21:53",111,1,758
195,"2023-09-13 11:11:03",112,1,351
196,"2024-01-14 00:31:17",112,3,473
197,"2024-04-10 12:57:48",113,1,150
198,"2023-07-11 12:22:01",113,2,341
199,"2024-02-11 19:09:29",114,3,342
200,"2023-07-31 13:27:51",115,2,27
201,"2023-12-03 16:54:38",115,0,287
202,"2023-08-15 04:49:37",115,2,410
203,"2024-06-13 18:22:08",116,0,141
204,"2023-08-04 00:23:52",116,3,563
205,"2024-02-14 05:41:27",116,0,938
206,"2023-07-26 12:56:26",117,1,149
207,"2024-06-15 16:03:05",117,1,240
208,"2023-07-07 21:47:50",117,2,446
209,"2023-07-01 00:44:05",118,2,14
210,"2024-05-21 10:33:38",118,2,25
211,"2023-09-04 14:53:09",119,0,609
212,"2023-12-19 09:48:07",119,1,679
213,"2024-01-29 11:48:27",119,3,908
214,"2024-05-20 02:54:39",120,1,185
215,"2024-04-10 05:38:44",120,1,580
216,"2024-06-16 09:47:13",121,1,35
217,"2024-04-17 19:54:41",122,3,138
218,"2023-12-28 17:36:35",122,0,673
219,"2024-05-21 20:08:02",122,0,710
220,"2024-06-05 03:20:09",122,3,766
221,"2023-07-29 15:39:24",123,2,573
222,"2024-01-10 18:39:43",124,0,389
223,"2023-12-16 03:26:37",124,0,976
224,"2024-05-29 12:21:31",125,2,43
225,"2023-07-29 13:00:27",125,2,588
226,"2023-08-12 22:02:38",126,3,58
227,"2023-07-06 08:06:17",127,0,331
228,"2023-12-11 23:39:05",127,0,384
229,"2024-04-28 07:39:33",128,2,10
230,"2024-01-20 04:31:38",128,0,485
231,"2023-11-30 12:51:29",129,0,535
232,"2023-08-16 02:14:34",130,0,66
233,"2023-11-30 02:11:18",131,3,123
234,"2023-08-29 08:29:18",132,0,841
235,"2023-08-10 20:51:51",133,2,454
236,"2023-09-22 19:50:51",133,1,775
237,"2024-05-25 13:10:28",134,0,9
238,"2024-04-06 18:10:05",134,1,27
239,"2023-12-04 10:55:17",134,2,32
240,"2023-10-28 22:56:06",135,3,367
241,"2024-02-14 06:04:37",135,2,544
242,"2023-12-12 10:39:33",135,3,625
243,"2023-08-14 18:51:35",135,2,725
244,"2024-03-31 16:53:56",136,0,945
245,"2023-11-16 19:47:00",138,0,750
246,"2023-10-20 14:32:52",138,1,767
247,"2023-10-10 02:13:18",139,2,151
248,"2024-03-13 09:40:11",139,3,617
249,"2023-09-04 11:01:13",140,2,24
250,"2023-11-07 15:48:54",140,2,585
251,"2024-04-20 14:18:22",141,1,672
252,"2023-06-22 07:19:50",141,1,768
253,"2024-03-12 13:00:41",141,0,952
254,"2024-05-15 21:34:09",142,0,29
255,"2024-05-11 18:00:03",142,3,618
256,"2023-11-02 01:13:19",143,2,999
257,"2024-05-02 19:26:57",144,2,855
258,"2024-02-09 13:14:02",145,1,628
259,"2023-08-07 00:09:18",145,2,831
260,"2023-12-01 23:45:49",146,2,530
261,"2024-04-05 14:07:42",146,1,846
262,"2023-08-26 21:07:21",146,3,990
263,"2024-06-02 07:15:51",147,1,3
264,"2023-08-22 20:27:19",148,0,35
265,"2024-06-06 10:24:40",148,2,516
266,"2024-05-08 08:51:38",148,1,521
267,"2023-07-24 22:54:31",148,0,634
268,"2023-10-11 01:07:51",149,2,41
269,"2023-07-04 03:20:49",149,0,739
270,"2023-08-12 14:09:34",149,1,959
271,"2024-03-03 09:17:13",149,2,998
272,"2024-04-19 16:29:30",150,1,61
273,"2024-02-17 15:02:38",150,3,148
274,"2023-12-31 03:23:05",150,3,687
275,"2024-05-12 13:04:31",151,2,405
276,"2024-02-17 20:04:35",151,1,675
277,"2024-01-06 23:40:27",152,1,747
278,"2024-02-15 22:18:30",152,2,906
279,"2024-03-28 08:09:48",153,2,147
280,"2023-07-24 17:06:54",153,3,364
281,"2023-08-01 06:24:02",153,2,688
282,"2024-03-15 07:18:55",154,3,759
283,"2023-06-28 05:57:50",155,3,176
284,"2023-08-13 02:30:57",155,0,321
285,"2023-07-04 06:56:53",155,2,696
286,"2024-04-13 09:54:31",156,3,202
287,"2023-09-16 17:33:48",157,3,448
288,"2023-09-29 07:42:43",157,0,732
289,"2024-03-28 16:03:04",158,2,940
290,"2024-01-28 02:02:07",159,2,491
291,"2023-07-26 17:23:25",160,3,6
292,"2023-07-28 10:07:18",160,1,487
293,"2024-02-10 16:00:21",161,0,947
294,"2024-01-06 18:50:39",162,1,344
295,"2024-02-22 06:24:28",162,3,357
296,"2023-07-16 14:13:37",163,3,956
297,"2023-12-31 07:44:15",164,1,268
298,"2023-09-14 20:54:45",164,0,714
299,"2023-11-19 00:05:10",165,3,822
300,"2023-09-26 21:09:12",165,0,963
301,"2024-04-22 02:49:48",166,3,515
302,"2024-04-02 14:41:16",167,1,197
303,"2024-02-23 12:23:27",167,1,346
304,"2023-12-20 14:41:45",168,2,96
305,"2023-06-20 17:13:58",168,0,242
306,"2024-04-07 14:12:30",168,1,303
307,"2024-03-28 21:21:24",169,3,490
308,"2023-11-19 05:32:29",169,0,492
309,"2023-06-21 04:08:30",170,0,550
310,"2023-08-28 20:22:41",170,0,721
311,"2024-01-15 17:13:33",171,2,309
312,"2024-02-07 08:57:22",172,0,304
313,"2023-10-23 18:51:37",172,2,589
314,"2024-02-20 23:36:00",173,0,346
315,"2023-07-16 17:15:28",173,1,641
316,"2023-10-03 16:29:13",173,0,786
317,"2024-02-06 13:42:25",174,0,466
318,"2024-01-24 06:19:44",175,2,46
319,"2023-12-10 00:12:08",176,0,650
320,"2023-07-08 08:36:51",178,3,633
321,"2024-05-14 10:43:44",179,3,72
322,"2023-07-16 18:05:34",179,3,526
323,"2024-05-05 21:24:27",179,0,570
324,"2024-02-26 06:32:05",179,1,718
325,"2023-11-16 18:46:47",180,0,360
326,"2023-11-13 16:47:30",182,0,77
327,"2023-08-12 14:14:16",182,0,139
328,"2023-07-16 21:20:13",182,3,253
329,"2023-07-05 11:23:18",183,0,50
330,"2024-05-01 00:59:47",183,1,104
331,"2024-02-27 02:02:26",184,0,404
332,"2024-02-28 09:36:14",184,3,421
333,"2023-12-02 15:31:00",186,1,643
334,"2023-12-18 01:40:45",188,2,308
335,"2023-07-17 03:07:22",188,1,355
336,"2024-01-30 22:30:11",189,2,561
337,"2024-01-07 07:10:22",189,1,828
338,"2023-11-05 18:04:53",190,1,62
339,"2024-02-03 21:26:59",191,0,546
340,"2023-07-21 03:14:14",191,2,663
341,"2023-10-09 16:32:34",192,2,93
342,"2023-08-07 22:47:52",192,2,698
343,"2023-12-02 21:20:18",194,1,543
344,"2023-08-08 16:12:59",195,0,148
345,"2023-09-09 04:24:35",195,3,238
346,"2023-07-18 20:56:10",196,2,172
347,"2024-03-12 06:42:53",196,3,489
348,"2024-06-02 13:15:02",196,2,729
349,"2023-08-24 03:27:49",197,3,158
350,"2023-07-12 14:31:02",197,0,171
351,"2024-01-14 15:56:31",197,1,196
352,"2023-12-18 21:02:14",197,0,594
353,"2024-06-13 15:59:47",198,0,404
354,"2024-02-20 20:20:36",199,1,373
355,"2023-11-13 03:13:53",199,2,520
356,"2024-06-13 09:13:53",199,1,689
357,"2023-07-18 15:02:51",200,3,50
358,"2023-12-15 21:01:21",201,1,75
359,"2024-03-11 20:43:56",201,1,171
360,"2023-08-22 01:00:04",202,0,178
361,"2024-06-12 12:39:28",203,1,644
362,"2024-06-03 15:39:04",204,1,869
363,"2024-05-07 22:40:16",205,2,856
364,"2024-01-10 18:56:54",207,1,346
365,"2024-06-08 19:19:50",207,1,396
366,"2023-08-10 03:26:54",207,2,755
367,"2024-03-30 06:43:46",208,0,28
368,"2024-06-01 22:46:11",208,2,293
369,"2024-04-23 00:23:28",208,1,441
370,"2023-10-10 12:59:21",209,0,154
371,"2024-04-02 19:27:15",210,0,103
372,"2024-03-09 06:10:10",211,1,21
373,"2023-10-18 08:44:35",211,1,219
374,"2023-12-12 12:21:49",211,2,348
375,"2023-10-30 13:19:42",212,2,711
376,"2024-06-07 15:52:00",213,2,283
377,"2023-08-28 10:18:06",213,2,478
378,"2024-02-25 15:08:57",214,3,161
379,"2024-04-05 03:43:17",214,2,879
380,"2023-09-30 11:37:17",215,3,68
381,"2023-09-30 08:40:21",215,0,986
382,"2024-02-09 18:02:43",216,3,928
383,"2023-09-09 15:22:53",217,0,8
384,"2024-01-12 04:41:45",217,3,184
385,"2024-04-18 05:43:34",217,1,988
386,"2024-04-12 17:27:56",218,1,828
387,"2023-11-20 18:41:13",219,3,873
388,"2024-03-23 00:50:32",220,3,87
389,"2024-02-10 09:08:12",220,2,724
390,"2023-12-21 16:34:30",220,2,809
391,"2023-11-19 16:02:10",222,3,608
392,"2024-05-30 21:34:37",222,2,985
393,"2024-04-18 09:34:46",222,3,1000
394,"2023-08-20 17:10:35",223,3,727
395,"2024-02-09 00:02:15",223,2,963
396,"2024-04-12 14:14:17",224,3,45
397,"2024-02-26 04:56:41",224,3,453
398,"2024-01-14 23:20:21",225,2,803
399,"2023-06-20 16:12:55",225,1,884
400,"2024-01-24 20:36:51",226,3,876
401,"2024-01-30 07:17:22",227,2,896
402,"2023-07-11 05:08:36",228,0,823
403,"2023-11-17 09:46:23",228,3,878
404,"2024-02-14 17:38:11",229,0,440
405,"2024-02-01 22:25:31",230,3,415
406,"2023-08-02 09:49:07",230,2,612
407,"2023-09-27 20:19:36",231,3,686
408,"2023-09-10 19:50:32",232,3,332
409,"2023-09-05 13:11:15",232,3,392
410,"2023-12-12 07:20:35",233,2,123
411,"2024-04-19 11:57:26",234,0,67
412,"2023-08-15 15:58:25",234,2,248
413,"2024-03-17 18:38:24",234,1,288
414,"2024-03-28 15:27:42",234,2,866
415,"2024-05-12 18:27:30",236,2,408
416,"2023-09-25 09:56:57",236,1,664
417,"2023-12-29 18:23:49",236,2,873
418,"2024-05-18 22:45:25",236,1,913
419,"2023-07-22 18:52:30",237,3,194
420,"2024-01-22 03:03:32",237,2,333
421,"2024-03-10 18:47:28",237,2,478
422,"2024-03-28 05:29:29",237,3,524
423,"2024-06-20 16:17:25",238,3,297
424,"2023-10-12 09:29:28",239,2,125
425,"2023-11-19 01:43:39",239,1,241
426,"2024-02-20 07:40:28",241,1,218
427,"2024-02-02 00:08:04",241,1,536
428,"2024-02-13 07:52:01",241,3,805
429,"2023-09-07 04:21:37",242,0,691
430,"2023-12-20 12:08:57",243,2,16
431,"2023-11-13 03:05:29",243,1,168
432,"2023-08-31 11:18:30",245,1,212
433,"2023-10-13 23:39:43",245,0,658
434,"2023-10-31 02:22:28",245,3,906
435,"2023-10-23 03:15:34",246,1,255
436,"2023-11-08 09:41:45",247,2,389
437,"2024-05-02 18:34:17",247,0,824
438,"2023-09-13 17:09:02",248,1,590
439,"2024-02-23 13:47:23",248,2,806
440,"2024-02-25 23:47:36",248,1,926
441,"2024-06-16 03:03:56",249,1,410
442,"2024-05-03 14:47:30",249,1,583
443,"2023-10-16 17:45:28",250,1,1000
444,"2023-09-01 02:46:54",251,2,134
445,"2024-06-16 00:50:13",251,1,189
446,"2024-02-13 11:54:57",251,1,475
447,"2023-09-02 15:59:00",252,0,86
448,"2024-03-31 12:32:03",252,1,730
449,"2023-11-02 13:55:51",254,2,537
450,"2023-08-27 06:04:24",255,3,864
451,"2024-02-01 03:33:03",256,0,365
452,"2023-10-13 03:18:00",257,3,181
453,"2023-06-26 13:27:24",257,0,219
454,"2024-04-10 09:15:41",258,1,381
455,"2023-10-22 03:52:28",259,3,918
456,"2024-03-29 04:42:33",260,1,247
457,"2024-02-17 21:33:47",261,1,530
458,"2023-11-19 13:39:43",261,1,802
459,"2024-05-28 21:00:07",262,3,474
460,"2024-05-31 06:30:48",264,2,264
461,"2024-06-04 04:03:36",264,0,719
462,"2024-05-27 17:49:06",265,3,246
463,"2023-10-08 09:21:54",265,0,311
464,"2024-06-20 07:21:56",267,2,179
465,"2024-02-23 19:48:53",267,1,412
466,"2023-10-21 05:05:41",268,0,219
467,"2024-02-21 12:35:05",268,0,858
468,"2023-09-07 08:56:51",269,3,205
469,"2024-05-16 19:52:36",269,0,799
470,"2023-10-28 04:14:36",270,0,89
471,"2023-11-02 06:35:15",270,0,587
472,"2023-12-01 19:05:08",271,3,91
473,"2024-04-21 19:45:30",271,0,948
474,"2023-09-17 09:20:56",272,3,958
475,"2023-12-31 13:21:20",273,2,54
476,"2024-05-06 00:31:23",273,3,146
477,"2023-07-15 04:48:59",274,2,58
478,"2023-11-14 20:08:47",274,0,139
479,"2024-02-28 02:56:19",274,2,694
480,"2023-08-20 17:52:23",275,3,9
481,"2023-11-07 23:04:16",275,3,457
482,"2024-04-05 13:34:47",276,0,6
483,"2024-01-02 05:38:53",276,0,752
484,"2023-10-25 18:56:00",276,2,868
485,"2024-04-23 23:24:15",277,1,200
486,"2024-06-09 22:40:09",277,3,301
487,"2023-11-23 09:08:59",277,3,310
488,"2023-10-02 06:04:50",277,2,479
489,"2024-03-29 14:46:32",279,1,192
490,"2024-05-08 22:21:27",279,1,442
491,"2023-09-26 02:29:49",279,2,525
492,"2024-01-25 09:05:47",281,1,538
493,"2024-02-23 07:26:14",282,2,254
494,"2024-04-17 05:01:35",282,3,570
495,"2024-02-12 09:26:22",283,1,135
496,"2024-05-15 15:15:40",283,0,213
497,"2024-03-07 14:52:04",284,3,239
498,"2023-09-30 10:55:39",284,0,500
499,"2023-07-11 01:01:46",285,3,159
500,"2023-09-26 10:05:19",285,2,851
501,"2023-08-19 03:55:26",286,0,988
502,"2024-03-13 19:01:41",287,3,197
503,"2024-05-14 21:29:07",287,2,910
504,"2024-05-10 18:52:56",288,2,550
505,"2023-10-09 11:08:04",288,3,724
506,"2023-08-17 10:04:41",288,2,982
507,"2023-12-06 09:13:28",289,1,98
508,"2023-07-20 02:08:14",289,3,549
509,"2024-04-03 07:44:11",290,0,127
510,"2023-11-18 19:54:03",290,2,448
511,"2024-04-24 09:48:43",290,2,661
512,"2023-11-07 00:27:45",292,0,555
513,"2024-04-05 12:09:27",292,1,816
514,"2023-11-06 03:15:18",293,3,47
515,"2024-04-06 12:16:19",295,2,324
516,"2023-12-13 18:46:27",295,0,573
517,"2024-02-21 08:03:51",296,1,177
518,"2024-02-15 11:37:18",296,2,458
519,"2024-01-07 04:44:48",297,3,1000
520,"2024-04-16 16:00:33",298,0,387
521,"2024-06-11 13:35:29",298,1,477
522,"2023-10-15 20:47:20",299,1,454
523,"2024-02-02 09:15:45",299,1,880
524,"2023-11-30 18:36:08",300,1,217
525,"2023-07-30 13:58:39",300,0,624
526,"2024-04-08 15:30:18",301,1,200
527,"2023-11-20 13:45:20",301,0,779
528,"2024-01-08 04:48:33",301,3,815
529,"2024-04-11 13:42:51",302,3,411
530,"2023-07-18 16:21:45",302,2,886
531,"2024-02-10 15:11:16",302,3,923
532,"2023-07-07 04:46:56",303,3,107
533,"2024-01-04 03:30:38",303,3,159
534,"2024-02-29 18:43:08",303,2,292
535,"2023-08-12 06:37:04",304,2,2
536,"2024-01-11 02:45:42",304,2,102
537,"2023-07-03 14:53:58",304,3,257
538,"2023-09-09 04:01:40",304,0,508
539,"2023-07-16 21:32:54",305,3,125
540,"2023-10-30 17:26:57",305,2,902
541,"2023-11-04 03:13:36",306,3,562
542,"2024-03-24 14:20:33",306,0,757
543,"2024-02-10 21:50:38",306,3,984
544,"2024-06-03 11:16:52",307,2,998
545,"2024-02-01 08:08:36",308,3,976
546,"2024-03-09 10:32:37",309,0,158
547,"2023-09-25 05:18:36",309,1,884
548,"2023-07-17 06:43:57",311,1,208
549,"2023-08-22 10:46:13",311,0,485
550,"2024-01-03 02:36:19",312,0,71
551,"2024-03-05 10:40:31",313,2,63
552,"2023-09-27 08:03:57",313,3,392
553,"2023-12-25 05:32:17",315,2,23
554,"2024-02-19 13:32:01",315,0,43
555,"2023-12-17 20:08:23",315,2,60
556,"2024-06-16 15:30:29",316,0,447
557,"2023-09-23 02:19:45",316,2,912
558,"2023-08-07 22:07:15",317,3,671
559,"2024-03-31 22:57:11",317,2,846
560,"2023-10-07 16:55:54",319,1,152
561,"2024-03-19 03:44:57",319,2,562
562,"2024-04-21 23:11:50",320,2,423
563,"2024-01-30 18:14:24",320,0,751
564,"2024-04-29 04:42:57",321,0,498
565,"2024-01-21 12:44:36",322,3,92
566,"2024-04-23 11:54:36",323,3,566
567,"2023-11-12 04:16:49",323,3,750
568,"2023-09-11 20:40:41",324,3,210
569,"2024-02-22 16:40:21",324,2,298
570,"2024-05-03 06:03:23",325,2,31
571,"2023-11-30 08:30:11",325,2,232
572,"2023-08-18 16:27:57",326,3,134
573,"2023-12-21 05:39:45",327,2,126
574,"2024-04-15 12:15:07",327,0,897
575,"2023-09-16 12:10:58",327,2,973
576,"2024-05-22 06:38:01",327,1,989
577,"2024-03-08 18:45:14",328,0,593
578,"2024-06-11 13:22:15",328,3,757
579,"2024-05-17 11:17:11",330,2,950
580,"2023-08-21 22:40:35",331,2,308
581,"2024-02-06 07:27:04",332,3,349
582,"2024-06-08 00:29:09",332,3,865
583,"2024-02-17 10:47:35",334,2,561
584,"2023-09-22 21:58:50",335,1,220
585,"2023-08-11 04:56:48",335,3,720
586,"2023-07-08 23:27:17",336,2,650
587,"2024-01-16 05:36:17",337,0,375
588,"2024-03-24 10:33:44",337,0,866
589,"2023-10-10 12:14:55",338,2,458
590,"2024-06-13 19:24:59",339,0,306
591,"2023-11-01 08:19:48",339,0,441
592,"2024-04-19 18:54:58",339,0,772
593,"2024-01-19 11:29:04",340,2,226
594,"2024-04-14 09:37:06",340,0,359
595,"2023-11-09 04:02:44",341,2,51
596,"2024-02-28 04:50:09",341,0,153
597,"2023-06-24 22:43:56",341,0,202
598,"2023-08-20 04:58:22",341,2,505
599,"2024-03-03 11:02:17",342,0,369
600,"2023-12-18 13:07:01",342,0,853
601,"2024-01-26 09:07:08",343,0,107
602,"2024-01-18 13:17:35",344,3,301
603,"2024-05-10 03:35:51",344,1,369
604,"2024-06-15 17:53:16",345,3,179
605,"2023-10-25 03:31:33",345,2,471
606,"2023-09-12 22:28:14",347,2,51
607,"2023-10-11 16:37:04",347,0,151
608,"2023-10-29 07:01:18",347,1,697
609,"2024-03-02 02:03:02",347,0,709
610,"2023-10-23 12:35:32",348,2,235
611,"2024-05-11 07:59:59",348,2,748
612,"2024-05-28 15:23:48",348,3,807
613,"2024-05-20 01:48:07",349,1,560
614,"2024-06-09 00:31:08",349,3,711
615,"2024-01-18 13:46:32",350,1,679
616,"2023-11-12 16:10:36",350,3,975
617,"2023-08-06 10:36:36",351,0,238
618,"2023-11-11 14:12:04",351,3,885
619,"2023-06-24 08:25:19",352,3,918
620,"2023-12-31 01:53:16",353,1,290
621,"2024-03-27 05:24:29",353,0,860
622,"2023-09-20 08:59:00",354,2,264
623,"2023-10-28 07:06:51",354,1,622
624,"2023-09-07 00:00:54",355,1,956
625,"2023-07-03 09:10:44",356,1,451
626,"2024-06-08 18:24:06",358,0,363
627,"2023-11-07 17:29:08",359,2,333
628,"2024-02-03 12:44:36",359,1,654
629,"2023-10-31 22:10:09",360,1,49
630,"2024-01-01 16:05:36",360,2,123
631,"2023-08-06 13:55:31",360,2,942
632,"2024-01-11 16:26:16",361,3,258
633,"2023-12-25 21:40:37",361,0,664
