"line_id","order_id","book_id","price"
237,871,4940,17.7
238,6912,5688,3.24
239,883,8170,16.94
240,66,8452,11.57
241,3093,4447,11.79
242,4939,3464,6.03
243,6810,5280,5.33
244,1700,1194,12.68
245,5408,6401,16.02
246,2430,7106,3.37
247,6886,840,17.84
248,4794,9616,14.57
249,3433,582,14.03
250,6807,7879,6.8
251,2434,7753,17.84
252,4281,4013,6.85
253,2938,2197,18.56
254,6071,372,5.93
255,6439,553,15.5
256,6944,4125,1.22
257,1293,8196,13.09
258,1892,965,19.94
259,3277,6887,4.69
260,5342,6754,5.87
261,6804,488,0.33
262,6245,185,12.83
263,5491,2862,17.53
264,998,1184,16.23
265,3184,3510,10.99
266,3788,2214,6.89
267,5805,8038,2.3
268,4662,4067,1.37
269,4256,6319,0.56
270,1391,10856,12.79
271,7071,5410,10.21
272,7328,6677,8.5
273,2709,2992,11
274,2856,2496,13.74
275,6490,8076,0.19
276,7462,677,11.47
277,5402,11003,19.25
278,6450,1870,0.42
279,7015,4141,2.15
280,5722,5477,18.82
281,1621,9068,17.63
282,1301,10686,7.85
283,4491,6899,0.09
284,1770,4576,6.63
285,272,5769,17
286,7320,1061,2.58
287,786,5495,10.13
288,2800,8462,11.72
289,7232,7556,9.49
290,1930,10272,17.23
291,2931,8047,1.94
292,137,10192,6.39
293,3812,3826,4.19
294,2121,6134,10.6
295,2914,7304,4.53
296,3695,1634,1.84
297,4652,6435,14.39
298,2531,4613,18.82
299,5995,9819,0.66
300,1081,2173,15.04
301,5455,8619,13.96
302,2049,6465,14.41
303,2462,3873,10.34
304,1283,8092,1.18
305,7437,10146,16.17
306,4069,9181,14.27
307,5474,10021,5.73
308,918,2819,18.84
309,7083,6115,4.7
310,6837,8416,8.23
311,2655,2770,3.44
312,6146,8887,5.09
313,3666,5092,2.91
314,2492,320,13.83
315,5207,2802,4.75
316,6752,5682,11.19
317,3575,8265,18.42
318,3757,5831,15.31
319,1103,2703,13.94
320,3708,1307,8.16
321,3962,4418,13.94
322,3455,4289,8.49
323,7154,7832,16.89
324,2100,5859,6.84
325,4254,1141,2.8
326,7152,3609,14.57
327,3621,5637,3.19
328,4770,9966,18.02
329,1804,3367,17.54
330,2749,1892,9.93
331,1314,11123,4.45
332,4435,2368,7.8
333,2081,9887,18.4
334,7272,1467,18.95
335,4771,262,12.71
336,5125,9838,0.45
337,4089,729,0.61
338,1873,7975,16.23
339,3652,2392,14.1
340,1830,1400,14.93
341,7496,4386,16.29
342,7445,1057,13.74
343,2177,7004,15.33
344,2689,7036,8.64
345,193,1576,7.42
346,6503,9861,16.1
347,386,6915,16.97
348,6987,8515,14.83
349,5400,943,15.25
350,1702,7776,4.85
351,3256,10111,19.34
352,2371,1218,12.84
353,4980,10067,8.34
354,6524,3018,3.79
355,2487,10270,11.5
356,812,2424,1.41
357,6,869,9.92
358,5749,9119,12.18
359,4128,5928,19.27
360,6368,5984,7.03
361,5258,2540,13.73
362,1395,10317,8.57
363,466,9727,7.97
364,2954,97,5.22
365,2542,7427,0.32
366,6148,10020,17.75
367,6513,7512,13.77
368,2234,6973,5.25
369,4580,2151,7.05
370,6113,3128,17.61
371,3673,1965,0.31
372,2840,4720,12.71
373,896,3161,9.09
374,5557,2254,2.3
375,3572,7316,9.19
376,1478,3669,11.21
377,418,10971,3.65
378,5077,4398,14.37
379,5779,9849,17.95
380,4048,106,18.34
381,5847,6597,16.32
382,317,7841,2.92
383,3084,9863,8.15
384,2270,5355,10.41
385,2002,7801,3.62
386,6720,2374,4.06
387,285,1807,5
388,2160,2915,7.44
389,4800,241,9.53
390,5366,2217,19.88
391,5955,3713,5.04
392,3466,8956,18.46
393,4854,8345,7.63
394,5685,2079,11.34
395,6236,2830,11.45
396,2020,1918,6.19
397,5817,7614,8.33
398,492,1682,19.7
399,5692,6243,4.8
400,5266,8304,14.71
401,2163,6028,12.13
402,962,2791,5.4
403,1775,2304,15.05
404,457,5026,3.3
405,7343,2740,0.27
406,3946,6049,3.58
407,194,865,13.75
408,5865,3530,1.15
409,6888,3430,2.02
410,6391,4251,15.87
411,5371,2441,14.39
412,24,4549,3.67
413,6674,5626,19.85
414,2506,2944,2.11
415,5169,10546,16.5
416,7273,8088,18.48
417,3235,1066,3.52
418,1904,1737,8.71
419,3534,7718,3.17
420,1611,6705,0.43
421,4179,8585,8
422,7336,9425,7.57
423,4649,3231,12.99
424,1812,1433,6.8
425,2878,7539,3.77
426,3829,4868,1.58
427,576,8719,9.39
428,4859,233,3.53
429,6557,9999,14.04
430,2051,538,18.38
431,6588,10709,3.44
432,3458,10490,12.82
433,3492,9787,15.59
434,1148,698,1.9
435,4590,6228,6.49
436,5929,2006,12.58
437,4806,8710,9.38
438,7423,9991,6.65
439,1643,10644,9
440,258,4165,11.5
441,6646,1205,12.55
442,6289,8797,15.07
443,1815,4477,3.71
444,1114,5509,19.79
445,3026,7434,12.12
446,4404,8431,6.58
447,5009,8148,17.49
448,6858,8156,2.97
449,1167,8730,8.49
450,3227,4192,5.85
451,2204,8865,3.28
452,3670,1754,5.03
453,4638,10654,15.57
454,5106,4739,17.08
455,3057,7804,5.11
456,3472,4123,5.72
457,3739,9629,11.92
458,6269,1711,4.86
459,6549,4804,19.37
460,4341,6903,17.78
461,5863,3264,4.77
462,96,4314,18.13
463,2535,9061,10.22
464,4753,1479,7.69
465,4065,2899,7.37
466,3452,2177,13.45
467,5709,463,9.17
468,3683,2037,1.87
469,4136,7936,6.75
470,2326,9457,15.1
471,5297,7588,14.85
472,1897,6515,8.3
473,5070,3332,5.19
474,2168,3553,13.8
475,1322,8312,1.54
476,6125,2459,3.95
477,3721,9103,17.92
478,3427,1535,16.98
479,3032,5656,12.56
480,1824,8187,13.57
481,6335,1854,16.54
482,3056,4732,12.38
483,1118,8301,6.4
484,3793,10549,10.54
485,7472,10338,3.22
486,1124,10684,10.85
487,2490,5058,11.23
488,1933,5858,12.54
489,6794,303,4.67
490,5397,8275,5.75
491,668,8390,5.11
492,181,3705,18.02
493,4228,4846,1.89
494,1369,8347,13.04
495,1380,9189,2.19
496,6814,2234,15.02
497,1001,2445,19.91
498,6694,1007,2.54
499,1278,5840,15.58
500,1459,1726,18.46
501,4524,6064,7.83
502,1749,3144,15.2
503,4321,3113,13.82
504,6509,4998,17.37
505,7258,3050,10.03
506,2768,3981,10.61
507,6474,3698,6.63
508,5251,8677,2.21
509,6884,10323,12.73
510,4897,7632,7.31
511,5535,8171,6.49
512,1355,706,19.29
513,5394,8376,5.75
514,2213,313,17.49
515,795,10798,1.49
516,3355,2906,1.08
517,973,10224,16.29
518,291,9816,11.16
519,2126,5199,17.6
520,2933,11069,5.21
521,2380,5326,1.89
522,3109,3736,5.13
523,4565,4842,7.77
524,3027,4077,15.46
525,2412,5932,15.86
526,6811,7581,5.57
527,993,10646,6.82
528,6023,6457,8.81
529,4795,1154,17.41
530,1559,9116,3.95
531,3193,6252,4.7
532,683,2804,11.8
533,4343,5146,0.99
534,906,164,15.2
535,5327,9488,4.55
536,123,5157,9.9
537,2261,1135,7.35
538,6423,5560,11.79
539,7393,10408,12.21
540,3456,7377,0.86
541,1503,9527,14.5
542,1877,1487,7.85
543,6307,9091,15.37
544,5304,6474,18.13
545,2233,607,11.21
546,2993,9601,11.83
547,5042,3733,15.49
548,4781,901,5.01
549,885,1813,14.73
550,3765,7683,12.88
551,1613,4066,10.82
552,2340,9295,15.94
553,6599,6622,1.19
554,3082,9605,16.03
555,7377,5099,3.37
556,4814,10033,1.24
557,6805,7358,4.35
558,2597,7741,5.79
559,3394,2040,14.41
560,4469,8985,1.63
561,1035,7606,11.21
562,6475,3635,4.01
563,1941,8476,18.68
564,5442,1304,0.94
565,721,7059,6.1
566,5530,3226,16.7
567,987,8208,12.01
568,5655,1924,5.78
569,5046,9716,8.54
570,5349,4693,4.29
571,3086,7205,11.39
572,3830,3482,7.9
573,1195,6451,19.48
574,2021,4548,9.81
575,4889,10403,10.55
576,6882,10714,4.32
577,403,8372,7.93
578,6974,9302,9.81
579,3354,3363,5.65
580,1191,5783,0.53
581,3409,2461,13.31
582,3197,4721,18.55
583,5036,9265,10.89
584,1565,4270,4.6
585,1794,10747,3.09
586,6969,3411,17.82
587,4932,8591,5.89
588,4875,1708,6.38
589,2222,4747,5.18
590,5872,4609,7.57
591,7089,475,16.24
592,5480,10097,15.1
593,6012,7348,12.83
594,1616,7933,9.57
595,1959,4608,17.32
596,3512,1808,19.7
597,6007,1274,1.61
598,4762,6237,2.65
599,5309,8747,17.05
600,159,9466,5.26
601,7449,7099,4.82
602,1980,10518,9.23
603,1712,8434,1.52
604,5122,806,0.6
605,7046,2841,15.24
606,3223,2984,17.42
607,2085,4878,9.02
608,6943,3075,1.76
609,817,8513,4.27
610,5292,4127,16.34
611,4362,10943,17.47
612,2991,1024,4.48
613,3711,4974,0.78
614,542,6957,2.58
615,4168,1343,5.88
616,3291,6182,13.31
617,160,3842,12.51
618,3406,5522,12.57
619,2293,7426,5.65
620,2552,394,13.88
621,5790,4272,6.88
622,1129,605,1.48
623,2266,4070,7.36
624,1433,4877,0.26
625,2720,4007,3.32
626,2663,9661,14.74
627,274,6667,4.07
628,1697,2458,8.1
629,6203,6749,15.44
630,6166,7519,14.12
631,4531,3869,3.95
632,6104,8734,18.8
633,6150,5205,19.61
634,2771,4297,12.16
635,3983,7030,12.79
636,1657,6908,1.14
637,2247,8080,11.57
638,2096,10947,18.36
639,3145,4606,0.45
640,2357,10898,3.25
641,5338,3194,14.22
642,569,5252,6.9
643,6491,3102,7.17
644,7467,11056,16.94
645,4190,8138,9.07
646,7436,9796,12.32
647,7104,6768,1.83
648,4237,2556,7.8
649,6355,7595,18.44
650,4558,11043,18.47
651,5915,802,11.87
652,3991,3016,0.58
653,6324,9487,11.44
654,2666,2383,1.5
655,5999,1810,10.69
656,4482,9587,1.65
657,4703,3062,13.38
658,3633,9422,3.12
659,6633,3146,17.41
660,7409,1080,9.84
661,2887,10398,10.2
662,6731,8229,12.84
663,3593,6551,2.87
664,3853,9223,11.25
665,2354,6859,10.83
666,3451,4960,13.32
667,3774,3039,4.21
668,5210,2953,9.17
669,6005,10590,6.92
670,713,5319,14.88
671,3904,5307,3.8
672,3417,6004,4.58
673,3920,40,8.64
674,1330,10446,0.81
675,3087,3017,12.1
676,2994,5782,14.22
677,3251,6327,12.65
678,7380,5698,16.18
679,7350,6416,11.59
680,1853,9216,3.97
681,5253,4303,13.18
682,4098,7724,1.94
683,983,528,7.62
684,2178,1258,5.6
685,820,8483,12.06
686,2075,8819,13.57
687,3469,7387,7.23
688,2137,6231,7.87
689,2185,1476,9.3
690,7363,3671,0.16
691,2763,8682,1.27
692,1596,7523,1.7
693,3055,3911,0.66
694,7251,9112,19.85
695,5731,3425,1.82
696,1679,1105,15.54
697,387,6445,11.2
698,738,1936,14.71
699,7264,8262,6.3
700,1162,6291,12.28
701,136,8884,15.43
702,3461,2369,4.19
703,5340,4494,15.67
704,287,6946,5.63
705,5642,7432,9.99
706,133,1622,7.61
707,2715,2223,18.78
708,5268,6264,6.21
709,4758,4491,16.7
710,5789,5711,5.23
711,3952,3780,8.85
712,1858,387,9.85
713,4183,7356,17.11
714,7135,6829,12.68
715,5951,10098,7
716,267,3897,3.03
717,2948,9676,2.73
718,3025,5372,15.84
719,6149,1506,0.43
720,1889,9831,6.47
721,550,3639,16.67
722,1030,10591,19.58
723,6128,4237,12.66
724,2040,8742,5.06
725,1041,5161,5.45
726,2970,9312,0.18
727,6864,5038,3.66
728,5976,8732,5.63
729,525,485,2.27
730,2647,4134,14.3
731,675,10284,1.69
732,4608,1022,14.94
733,2184,6251,19.24
734,4680,3376,12.66
735,4901,10979,5.06
736,4613,9909,13.5
737,6261,10635,10.72
738,1902,5595,4.65
739,2665,4258,2.17
740,1346,5914,13.89
741,5412,7351,15.06
742,487,4259,18.79
743,5159,6513,9
744,4329,5579,18.41
745,2539,4471,18.97
746,4839,10555,15.54
747,7459,9437,17.24
748,1780,635,2.22
749,5811,8567,12.11
750,1836,2733,16.44
751,5427,3108,10.4
752,4354,3587,10.8
753,4239,6591,14.91
754,6529,6857,3.65
755,916,1081,17.58
756,2565,3961,14.8
757,3827,2211,19.19
758,2956,3154,13.96
759,45,2145,6.47
760,6897,1897,19.93
761,2152,7164,14.76
762,5900,7352,17.82
763,6209,1729,16.97
764,2032,9206,15.13
765,5684,325,13.47
766,4796,8838,7.13
767,7361,10371,19.98
768,5360,568,10.96
769,6035,7455,8.03
770,4451,7217,2.59
771,1862,11116,1.73
772,706,1947,4.51
773,951,6311,15.77
774,2331,6831,7.52
775,3009,4598,14.11
776,1461,10223,3.56
777,1365,179,9.29
778,1313,10804,5.75
779,237,6970,0.48
780,6337,10427,12.97
781,4353,7838,8.24
782,6386,2624,16.77
783,2934,5368,1.65
784,1280,3837,0.32
785,6691,5956,16.98
786,2366,7858,19.52
787,7428,3244,16.98
788,504,7260,4.16
789,3571,2472,14.12
790,7270,7578,6.9
791,2925,10972,17.62
792,5083,8294,15.99
793,3470,10441,4.97
794,5908,4093,8.52
795,6593,8604,10.12
796,3881,9254,18.19
797,7321,2505,15.48
798,2251,229,0.99
799,2726,7884,3.79
800,5622,1979,12.08
801,1260,5710,13.06
802,81,1720,12.75
803,671,8168,0.45
804,1437,1464,0.72
805,6753,4805,7.29
806,2849,591,14.3
807,5560,1778,14.12
808,5735,10106,0.04
809,4684,2070,2.86
810,611,2889,11.63
811,6171,3197,12.9
812,4835,10157,6.66
813,749,3051,1.5
814,4820,5287,4.3
815,1966,5723,6.09
816,296,5901,9.74
817,1303,7713,15.57
818,3628,3758,18.68
819,3228,5129,0.8
820,3908,9212,12.46
821,2104,6759,5.99
822,4289,6170,13.41
823,4007,3554,16.68
824,2610,4838,13.01
825,2188,10561,5.42
826,6444,4932,14.05
827,1171,8595,19.01
828,2817,2586,7.41
829,6675,146,18.25
830,1911,8197,5.28
831,4082,444,12.19
832,4214,2645,15.98
833,6989,2942,0.4
834,7294,5393,13.37
835,7227,10992,6.29
836,1016,517,4.57
837,2884,5383,8.33
838,4655,7232,0.53
839,6417,8041,2.96
840,54,6431,17.88
841,7404,431,13.59
842,301,6486,17.38
843,2869,5820,3.53
844,2285,3613,11.98
845,6890,8108,19.36
846,1871,10084,13.27
847,3648,7755,19.96
848,6349,3663,3.84
849,7483,7702,3.62
850,658,3400,8.08
851,1817,8302,8.07
852,2563,10278,19.52
853,6455,707,6.71
854,5139,7273,10.41
855,6994,9742,15.35
856,5406,10181,19.64
857,1004,3481,8.33
858,458,10551,5.71
859,6369,1073,9.49
860,4913,1242,11.52
861,5989,5356,17.21
862,7253,2612,19.08
863,3535,2321,15.89
864,6452,7849,9.15
865,1226,5295,15.9
866,6798,3568,5.38
867,6283,4602,13.52
868,4931,5409,3.75
869,1833,10309,3.37
870,4802,7306,3.87
871,6560,7739,9.16
872,1633,3298,16.37
873,2464,4570,14.76
874,4654,9813,2.67
875,196,9725,14.13
876,6195,6086,9.72
877,6589,913,9.6
878,3709,5081,13.41
879,1145,2522,10.68
880,1923,2860,17.31
881,3361,6567,15.59
882,4459,6965,8.35
883,1048,4252,12.86
884,4979,5937,0.62
885,2727,4580,14.31
886,7357,5625,4.53
887,7387,1934,17.78
888,7051,10608,0.88
889,6264,10153,4.09
890,6162,9521,12.49
891,7047,5713,17.88
892,1854,3368,11.08
893,5132,9533,11.63
894,5503,7010,3.57
895,410,4572,12.2
896,3034,2226,10.63
897,2423,1052,6.58
898,3423,5464,1.59
899,3842,10395,7.37
900,1212,6227,7.49
901,6101,5200,4.84
902,1121,3659,2.08
903,6648,8866,6.87
904,4588,1069,9.58
905,4146,10287,9.36
906,242,8046,17.73
907,3924,3440,15.06
908,1115,6594,10.55
909,3326,5401,9.8
910,5944,6362,9.37
911,38,6126,10.09
912,741,7816,9.73
913,1491,5328,9.05
914,5260,7328,12.73
915,36,6728,10.13
916,2164,3420,17.17
917,2277,474,6.66
918,3000,7966,17.34
919,4581,7327,0.49
920,6260,3771,13.49
921,6178,6839,15.51
922,1411,9762,17.02
923,7366,9483,2.35
924,2145,5510,13.8
925,3205,8352,17.6
926,7120,10177,17.74
927,3001,4193,14.18
928,4660,8399,16.11
929,2283,7503,10.24
930,512,9852,8.15
931,2362,8620,0.94
932,4735,4733,4.13
933,2315,6732,15.2
934,494,7874,5.93
935,7408,5159,18.08
936,1208,5911,0.57
937,1158,1336,11.74
938,234,1120,9.32
939,6040,836,0.91
940,3646,7141,9.46
941,4778,10771,13.27
942,6179,10378,2.43
943,1651,2429,8.2
944,5223,6847,5.95
945,6389,4982,7.83
946,6783,4293,5.66
947,4320,6715,15.68
948,4724,2561,1.25
949,1397,2662,6.74
950,216,3786,9.33
951,2061,3611,17.7
952,4743,2087,6.38
953,2116,9705,4.7
954,4376,6683,10.88
955,6607,5759,3.27
956,3885,2955,2.09
957,1034,9056,17.87
958,949,8456,8.46
959,3270,4023,13.03
960,3766,7952,2.1
961,5410,3809,11.34
962,1714,2661,13.16
963,6673,5642,9.49
964,4516,3839,11.08
965,2217,10294,14.71
966,2320,8901,9.82
967,1364,3909,2.79
968,2396,4746,8.83
969,6876,6342,8.08
970,409,10024,12.03
971,347,99,6.9
972,591,3322,14.82
973,2588,4568,9.81
974,799,8517,15.22
975,3961,7367,13.36
976,7247,4958,3.67
977,5279,7071,8.71
978,6478,7386,6.37
979,5428,10079,14.79
980,6214,9565,18.04
981,6159,5517,16.91
982,2153,4465,15.15
983,2139,2430,4.44
984,688,5592,18.09
985,699,9810,15.26
986,1166,3290,3.24
987,2292,688,16.48
988,4587,6107,3.85
989,4752,4750,10.64
990,1500,1481,5.78
991,752,1577,6.6
992,3471,7341,19.27
993,3328,9243,0.07
994,2996,6592,2.76
995,7219,7362,7.14
996,4664,10513,13.59
997,5631,72,16.81
998,4737,555,4.99
999,4723,3049,3.07
1000,499,4511,10.19
1001,6906,6888,1.6
1002,3382,14,12.53
1003,5151,5665,15.84
1004,4863,9594,14.89
1005,874,5125,10.13
1006,5880,7360,17.32
1007,4715,5373,13.06
1008,5053,11004,1.09
1009,7473,10958,6.96
1010,2770,8549,2.57
1011,7004,4808,0.54
1012,5756,1026,2.64
1013,3213,679,0.95
1014,1120,7951,1.05
1015,4038,1889,7.72
1016,508,4524,2.82
1017,6188,8043,7.51
1018,5897,2681,14.63
1019,1669,10010,4.76
1020,3834,5633,16.35
1021,6841,2665,3.47
1022,4348,4761,17.61
1023,2039,5009,17.14
1024,621,7680,3.12
1025,5283,6433,0.94
1026,4560,298,3.69
1027,6964,9172,3.18
1028,2624,10193,7.02
1029,1177,5523,14.57
1030,1482,5582,1.47
1031,2631,9380,6.78
1032,6375,6950,4.22
1033,2729,10368,8.33
1034,6459,3291,19.13
1035,395,6087,7.9
1036,5644,5978,3.01
1037,2161,7946,5.3
1038,4545,7892,9.8
1039,4222,4716,7.76
1040,2368,3569,16.44
1041,2755,5519,15.87
1042,158,9440,12.59
1043,5112,4149,14.31
1044,619,395,18.45
1045,2134,8297,8.09
1046,6865,7707,19.45
1047,3426,7373,7.42
1048,1974,2638,4.82
1049,5878,8540,6.21
1050,4954,1833,14.72
1051,6960,4099,0.45
1052,4658,1227,10.56
1053,83,5805,8.22
1054,2068,4176,15.46
1055,6641,7002,0.66
1056,1262,6596,1.65
1057,1350,411,15.88
1058,810,6848,18.91
1059,4937,2100,1.39
1060,7391,10892,3.96
1061,5741,327,19.37
1062,3307,6409,1.39
1063,5668,1761,0.2
1064,4551,7140,11.63
1065,2839,2982,12.4
1066,6933,5537,13.4
1067,4113,10931,13.03
1068,80,6871,14.83
1069,6963,3834,8.42
1070,3587,10144,3.29
1071,6406,9234,14.44
1072,7276,2051,15.12
1073,673,8885,4.28
1074,4277,2688,18.69
1075,6068,1330,2.62
1076,6796,1252,0.62
1077,6517,998,6.53
1078,6863,10137,11.59
1079,3533,10794,9.85
1080,98,9904,15.95
1081,7175,10400,3.37
1082,4998,9950,19.31
1083,4948,9405,1.05
1084,1619,6386,15.05
1085,6048,10746,8.77
1086,3769,5350,10.2
1087,5927,4378,19.35
1088,2182,10237,5.24
1089,142,8141,19.85
1090,6510,10469,15.85
1091,4564,2469,7.71
1092,5727,6701,12.7
1093,5445,2652,7.36
1094,3861,9430,9.91
1095,366,8765,10.48
1096,3862,3101,8.76
1097,146,3583,16.7
1098,3143,3997,14.8
1099,4923,4414,5.18
1100,2358,5088,19.3
1101,7389,9286,4.16
1102,5202,8688,2.2
1103,4600,7594,13.41
1104,4392,7711,2.4
1105,7011,646,5.97
1106,3495,2415,17.67
1107,506,9426,18.86
1108,616,2774,13.51
1109,5910,8336,16.67
1110,7441,6654,4.75
1111,4864,10758,13.36
1112,3748,9188,13.17
1113,166,3037,8.51
1114,5263,3665,4.15
1115,3744,7690,14.29
1116,2344,5603,15.63
1117,7212,4638,8.9
1118,3513,10081,16.3
1119,3480,4039,12.12
1120,4124,9613,19.51
1121,4258,7845,7.45
1122,6818,3422,8.66
1123,5481,1733,3.62
1124,6543,1954,12.86
1125,7531,5860,3.88
1126,4137,9995,5.45
1127,6850,10450,17.4
1128,4458,293,3.76
1129,5699,7391,0.17
1130,161,10602,1.33
1131,2124,3954,10.57
1132,4016,7715,5.16
1133,2377,879,19.65
1134,1040,1049,5.67
1135,1224,9088,2.14
1136,1584,7855,14.83
1137,6493,9151,3.66
1138,3308,10087,15.07
1139,4112,8077,16.71
1140,4062,8417,17.15
1141,6525,1201,4.46
1142,3188,2886,11.69
1143,2193,3181,13.03
1144,3849,9806,0.85
1145,5280,3446,13.99
1146,6468,756,6.78
1147,7513,10404,3.22
1148,6088,6902,6.9
1149,3225,8905,7.08
1150,1373,5447,7.16
1151,6639,8568,10.96
1152,6422,172,13.02
1153,5774,7324,16.37
1154,141,3395,4.45
1155,5806,8474,15.79
1156,7303,7986,5.1
1157,5996,6876,6.34
1158,7332,7388,1.55
1159,5591,8381,19.66
1160,6809,6268,2.12
1161,3508,7248,11.09
1162,909,2873,19.97
1163,5867,3596,0.38
1164,1484,4686,6.57
1165,2092,3628,4.64
1166,3186,4997,9.24
1167,5014,9879,17.67
1168,5308,558,11.64
1169,251,3778,10.94
1170,826,9578,9.29
1171,1593,9930,10.53
